id,speed,travel_time,status,data_as_of,link_id,link_name,link_points,encoded_poly_line,borough,owner,transcom_id,data_id
816,18.6,58.1,OK,2026-01-15T08:25:00.000,CHD_HM_011,Himalaya Marg - Seg 11,"30.7239,76.7818",,CHANDIGARH,CHDTA,1816,816
817,14.1,76.6,SLOW,2026-01-15T08:25:00.000,CHD_HM_012,Himalaya Marg - Seg 12,"30.7211,76.785",,CHANDIGARH,CHDTA,1817,817
818,18.6,58.1,OK,2026-01-15T08:25:00.000,CHD_VP_001,Vidhya Path - Seg 1,"30.7453,76.76",,CHANDIGARH,CHDTA,1818,818
819,15.9,67.9,OK,2026-01-15T08:25:00.000,CHD_VP_002,Vidhya Path - Seg 2,"30.7482,76.7641",,CHANDIGARH,CHDTA,1819,819
820,18.5,58.4,OK,2026-01-15T08:25:00.000,CHD_VP_003,Vidhya Path - Seg 3,"30.7477,76.7682",,CHANDIGARH,CHDTA,1820,820
821,18.0,60.0,OK,2026-01-15T08:25:00.000,CHD_VP_004,Vidhya Path - Seg 4,"30.7471,76.7723",,CHANDIGARH,CHDTA,1821,821
822,14.7,73.5,SLOW,2026-01-15T08:25:00.000,CHD_VP_005,Vidhya Path - Seg 5,"30.7544,76.7764",,CHANDIGARH,CHDTA,1822,822
823,12.9,83.7,SLOW,2026-01-15T08:25:00.000,CHD_VP_006,Vidhya Path - Seg 6,"30.7538,76.7805",,CHANDIGARH,CHDTA,1823,823
824,19.7,54.8,OK,2026-01-15T08:25:00.000,CHD_VP_007,Vidhya Path - Seg 7,"30.7481,76.7845",,CHANDIGARH,CHDTA,1824,824
825,13.1,82.4,SLOW,2026-01-15T08:25:00.000,CHD_VP_008,Vidhya Path - Seg 8,"30.7516,76.7886",,CHANDIGARH,CHDTA,1825,825
826,19.7,54.8,OK,2026-01-15T08:25:00.000,CHD_VP_009,Vidhya Path - Seg 9,"30.749,76.7927",,CHANDIGARH,CHDTA,1826,826
827,18.9,57.1,OK,2026-01-15T08:25:00.000,CHD_VP_010,Vidhya Path - Seg 10,"30.7541,76.7968",,CHANDIGARH,CHDTA,1827,827
828,17.8,60.7,OK,2026-01-15T08:25:00.000,CHD_VP_011,Vidhya Path - Seg 11,"30.7496,76.8009",,CHANDIGARH,CHDTA,1828,828
829,19.8,54.5,OK,2026-01-15T08:25:00.000,CHD_VP_012,Vidhya Path - Seg 12,"30.7476,76.805",,CHANDIGARH,CHDTA,1829,829
830,19.7,54.8,OK,2026-01-15T08:25:00.000,CHD_PM_001,Purv Marg - Seg 1,"30.7125,76.79",,CHANDIGARH,CHDTA,1830,830
831,18.4,58.7,OK,2026-01-15T08:25:00.000,CHD_PM_002,Purv Marg - Seg 2,"30.7156,76.7936",,CHANDIGARH,CHDTA,1831,831
832,14.9,72.5,SLOW,2026-01-15T08:25:00.000,CHD_PM_003,Purv Marg - Seg 3,"30.7126,76.7973",,CHANDIGARH,CHDTA,1832,832
833,18.3,59.0,OK,2026-01-15T08:25:00.000,CHD_PM_004,Purv Marg - Seg 4,"30.7158,76.8009",,CHANDIGARH,CHDTA,1833,833
834,12.1,89.3,SLOW,2026-01-15T08:25:00.000,CHD_PM_005,Purv Marg - Seg 5,"30.719,76.8045",,CHANDIGARH,CHDTA,1834,834
835,16.3,66.3,OK,2026-01-15T08:25:00.000,CHD_PM_006,Purv Marg - Seg 6,"30.714,76.8082",,CHANDIGARH,CHDTA,1835,835
836,15.6,69.2,OK,2026-01-15T08:25:00.000,CHD_PM_007,Purv Marg - Seg 7,"30.7122,76.8118",,CHANDIGARH,CHDTA,1836,836
837,17.4,62.1,OK,2026-01-15T08:25:00.000,CHD_PM_008,Purv Marg - Seg 8,"30.72,76.8155",,CHANDIGARH,CHDTA,1837,837
838,17.4,62.1,OK,2026-01-15T08:25:00.000,CHD_PM_009,Purv Marg - Seg 9,"30.7151,76.8191",,CHANDIGARH,CHDTA,1838,838
839,16.7,64.7,OK,2026-01-15T08:25:00.000,CHD_PM_010,Purv Marg - Seg 10,"30.7109,76.8227",,CHANDIGARH,CHDTA,1839,839
840,18.6,58.1,OK,2026-01-15T08:25:00.000,CHD_PM_011,Purv Marg - Seg 11,"30.7105,76.8264",,CHANDIGARH,CHDTA,1840,840
841,19.5,55.4,OK,2026-01-15T08:25:00.000,CHD_PM_012,Purv Marg - Seg 12,"30.7111,76.83",,CHANDIGARH,CHDTA,1841,841
842,12.9,83.7,SLOW,2026-01-15T08:25:00.000,CHD_S8_001,Sec 8/9 Road - Seg 1,"30.75,76.7791",,CHANDIGARH,CHDTA,1842,842
843,13.9,77.7,SLOW,2026-01-15T08:25:00.000,CHD_S8_002,Sec 8/9 Road - Seg 2,"30.7521,76.7794",,CHANDIGARH,CHDTA,1843,843
844,12.2,88.5,SLOW,2026-01-15T08:25:00.000,CHD_S8_003,Sec 8/9 Road - Seg 3,"30.7543,76.7786",,CHANDIGARH,CHDTA,1844,844
845,19.1,56.5,OK,2026-01-15T08:25:00.000,CHD_S8_004,Sec 8/9 Road - Seg 4,"30.7564,76.7779",,CHANDIGARH,CHDTA,1845,845
846,16.5,65.5,OK,2026-01-15T08:25:00.000,CHD_S8_005,Sec 8/9 Road - Seg 5,"30.7586,76.7786",,CHANDIGARH,CHDTA,1846,846
847,19.3,56.0,OK,2026-01-15T08:25:00.000,CHD_S8_006,Sec 8/9 Road - Seg 6,"30.7607,76.7798",,CHANDIGARH,CHDTA,1847,847
848,13.8,78.3,SLOW,2026-01-15T08:25:00.000,CHD_S8_007,Sec 8/9 Road - Seg 7,"30.7629,76.7789",,CHANDIGARH,CHDTA,1848,848
849,12.5,86.4,SLOW,2026-01-15T08:25:00.000,CHD_S8_008,Sec 8/9 Road - Seg 8,"30.765,76.7797",,CHANDIGARH,CHDTA,1849,849
850,18.6,58.1,OK,2026-01-15T08:25:00.000,CHD_S16_001,Sec 16/17 Road - Seg 1,"30.75,76.7857",,CHANDIGARH,CHDTA,1850,850
851,19.3,56.0,OK,2026-01-15T08:25:00.000,CHD_S16_002,Sec 16/17 Road - Seg 2,"30.7521,76.784",,CHANDIGARH,CHDTA,1851,851
852,14.4,75.0,SLOW,2026-01-15T08:25:00.000,CHD_S16_003,Sec 16/17 Road - Seg 3,"30.7543,76.7854",,CHANDIGARH,CHDTA,1852,852
853,15.3,70.6,OK,2026-01-15T08:25:00.000,CHD_S16_004,Sec 16/17 Road - Seg 4,"30.7564,76.7854",,CHANDIGARH,CHDTA,1853,853
854,13.1,82.4,SLOW,2026-01-15T08:25:00.000,CHD_S16_005,Sec 16/17 Road - Seg 5,"30.7586,76.7851",,CHANDIGARH,CHDTA,1854,854
855,19.6,55.1,OK,2026-01-15T08:25:00.000,CHD_S16_006,Sec 16/17 Road - Seg 6,"30.7607,76.7845",,CHANDIGARH,CHDTA,1855,855
856,14.4,75.0,SLOW,2026-01-15T08:25:00.000,CHD_S16_007,Sec 16/17 Road - Seg 7,"30.7629,76.7853",,CHANDIGARH,CHDTA,1856,856
857,15.9,67.9,OK,2026-01-15T08:25:00.000,CHD_S16_008,Sec 16/17 Road - Seg 8,"30.765,76.7842",,CHANDIGARH,CHDTA,1857,857
858,12.8,84.4,SLOW,2026-01-15T08:25:00.000,CHD_S22_001,Sec 22/23 Road - Seg 1,"30.75,76.7919",,CHANDIGARH,CHDTA,1858,858
859,19.1,56.5,OK,2026-01-15T08:25:00.000,CHD_S22_002,Sec 22/23 Road - Seg 2,"30.7521,76.7919",,CHANDIGARH,CHDTA,1859,859
860,13.1,82.4,SLOW,2026-01-15T08:25:00.000,CHD_S22_003,Sec 22/23 Road - Seg 3,"30.7543,76.7929",,CHANDIGARH,CHDTA,1860,860
861,15.6,69.2,OK,2026-01-15T08:25:00.000,CHD_S22_004,Sec 22/23 Road - Seg 4,"30.7564,76.7928",,CHANDIGARH,CHDTA,1861,861
862,17.4,62.1,OK,2026-01-15T08:25:00.000,CHD_S22_005,Sec 22/23 Road - Seg 5,"30.7586,76.7915",,CHANDIGARH,CHDTA,1862,862
863,17.9,60.3,OK,2026-01-15T08:25:00.000,CHD_S22_006,Sec 22/23 Road - Seg 6,"30.7607,76.792",,CHANDIGARH,CHDTA,1863,863
864,19.6,55.1,OK,2026-01-15T08:25:00.000,CHD_S22_007,Sec 22/23 Road - Seg 7,"30.7629,76.7914",,CHANDIGARH,CHDTA,1864,864
865,15.4,70.1,OK,2026-01-15T08:25:00.000,CHD_S22_008,Sec 22/23 Road - Seg 8,"30.765,76.7928",,CHANDIGARH,CHDTA,1865,865
866,17.9,60.3,OK,2026-01-15T08:25:00.000,CHD_S34_001,Sec 34/35 Road - Seg 1,"30.75,76.7997",,CHANDIGARH,CHDTA,1866,866
867,13.2,81.8,SLOW,2026-01-15T08:25:00.000,CHD_S34_002,Sec 34/35 Road - Seg 2,"30.7521,76.7986",,CHANDIGARH,CHDTA,1867,867
868,15.3,70.6,OK,2026-01-15T08:25:00.000,CHD_S34_003,Sec 34/35 Road - Seg 3,"30.7543,76.7993",,CHANDIGARH,CHDTA,1868,868
869,12.8,84.4,SLOW,2026-01-15T08:25:00.000,CHD_S34_004,Sec 34/35 Road - Seg 4,"30.7564,76.7992",,CHANDIGARH,CHDTA,1869,869
870,15.9,67.9,OK,2026-01-15T08:25:00.000,CHD_S34_005,Sec 34/35 Road - Seg 5,"30.7586,76.7983",,CHANDIGARH,CHDTA,1870,870
871,15.3,70.6,OK,2026-01-15T08:25:00.000,CHD_S34_006,Sec 34/35 Road - Seg 6,"30.7607,76.7995",,CHANDIGARH,CHDTA,1871,871
872,19.6,55.1,OK,2026-01-15T08:25:00.000,CHD_S34_007,Sec 34/35 Road - Seg 7,"30.7629,76.7991",,CHANDIGARH,CHDTA,1872,872
873,12.3,87.8,SLOW,2026-01-15T08:25:00.000,CHD_S34_008,Sec 34/35 Road - Seg 8,"30.765,76.7996",,CHANDIGARH,CHDTA,1873,873
874,15.0,72.0,OK,2026-01-15T08:25:00.000,CHD_EL_001,Elante Mall Approach - Seg 1,"30.7061,76.8016",,CHANDIGARH,CHDTA,1874,874
875,15.5,69.7,OK,2026-01-15T08:25:00.000,CHD_EL_002,Elante Mall Approach - Seg 2,"30.7071,76.8024",,CHANDIGARH,CHDTA,1875,875
876,19.6,55.1,OK,2026-01-15T08:25:00.000,CHD_EL_003,Elante Mall Approach - Seg 3,"30.7081,76.8032",,CHANDIGARH,CHDTA,1876,876
877,18.8,57.4,OK,2026-01-15T08:25:00.000,CHD_EL_004,Elante Mall Approach - Seg 4,"30.7091,76.804",,CHANDIGARH,CHDTA,1877,877
878,12.8,84.4,SLOW,2026-01-15T08:25:00.000,CHD_EL_005,Elante Mall Approach - Seg 5,"30.7101,76.8048",,CHANDIGARH,CHDTA,1878,878
879,17.5,61.7,OK,2026-01-15T08:25:00.000,CHD_IT_001,IT Park Approach - Seg 1,"30.727,76.801",,CHANDIGARH,CHDTA,1879,879
880,16.4,65.9,OK,2026-01-15T08:25:00.000,CHD_IT_002,IT Park Approach - Seg 2,"30.728,76.8018",,CHANDIGARH,CHDTA,1880,880
881,19.8,54.5,OK,2026-01-15T08:25:00.000,CHD_IT_003,IT Park Approach - Seg 3,"30.729,76.8026",,CHANDIGARH,CHDTA,1881,881
882,14.9,72.5,SLOW,2026-01-15T08:25:00.000,CHD_IT_004,IT Park Approach - Seg 4,"30.73,76.8034",,CHANDIGARH,CHDTA,1882,882
883,15.2,71.1,OK,2026-01-15T08:25:00.000,CHD_IT_005,IT Park Approach - Seg 5,"30.731,76.8042",,CHANDIGARH,CHDTA,1883,883
884,13.5,80.0,SLOW,2026-01-15T08:25:00.000,CHD_PG_001,PGI Hospital Approach - Seg 1,"30.7646,76.776",,CHANDIGARH,CHDTA,1884,884
885,13.0,83.1,SLOW,2026-01-15T08:25:00.000,CHD_PG_002,PGI Hospital Approach - Seg 2,"30.7654,76.7766",,CHANDIGARH,CHDTA,1885,885
886,18.8,57.4,OK,2026-01-15T08:25:00.000,CHD_PG_003,PGI Hospital Approach - Seg 3,"30.7662,76.7772",,CHANDIGARH,CHDTA,1886,886
887,15.6,69.2,OK,2026-01-15T08:25:00.000,CHD_PG_004,PGI Hospital Approach - Seg 4,"30.767,76.7778",,CHANDIGARH,CHDTA,1887,887
888,17.3,62.4,OK,2026-01-15T08:25:00.000,CHD_PG_005,PGI Hospital Approach - Seg 5,"30.7678,76.7784",,CHANDIGARH,CHDTA,1888,888
889,17.1,63.2,OK,2026-01-15T08:25:00.000,CHD_IB_001,ISBT Approach - Seg 1,"30.7226,76.7511",,CHANDIGARH,CHDTA,1889,889
890,16.8,64.3,OK,2026-01-15T08:25:00.000,CHD_IB_002,ISBT Approach - Seg 2,"30.7235,76.7521",,CHANDIGARH,CHDTA,1890,890
891,12.2,88.5,SLOW,2026-01-15T08:25:00.000,CHD_IB_003,ISBT Approach - Seg 3,"30.7244,76.7531",,CHANDIGARH,CHDTA,1891,891
892,18.3,59.0,OK,2026-01-15T08:25:00.000,CHD_IB_004,ISBT Approach - Seg 4,"30.7253,76.7541",,CHANDIGARH,CHDTA,1892,892
893,13.9,77.7,SLOW,2026-01-15T08:25:00.000,CHD_IB_005,ISBT Approach - Seg 5,"30.7262,76.7551",,CHANDIGARH,CHDTA,1893,893
894,13.0,83.1,SLOW,2026-01-15T08:25:00.000,CHD_RG_001,Rock Garden Approach - Seg 1,"30.745,76.814",,CHANDIGARH,CHDTA,1894,894
895,16.5,65.5,OK,2026-01-15T08:25:00.000,CHD_RG_002,Rock Garden Approach - Seg 2,"30.7462,76.815",,CHANDIGARH,CHDTA,1895,895
896,12.5,86.4,SLOW,2026-01-15T08:25:00.000,CHD_RG_003,Rock Garden Approach - Seg 3,"30.7474,76.816",,CHANDIGARH,CHDTA,1896,896
897,18.1,59.7,OK,2026-01-15T08:25:00.000,CHD_RS_001,Rose Garden Approach - Seg 1,"30.738,76.782",,CHANDIGARH,CHDTA,1897,897
898,13.7,78.8,SLOW,2026-01-15T08:25:00.000,CHD_RS_002,Rose Garden Approach - Seg 2,"30.739,76.7828",,CHANDIGARH,CHDTA,1898,898
899,13.7,78.8,SLOW,2026-01-15T08:25:00.000,CHD_RS_003,Rose Garden Approach - Seg 3,"30.74,76.7836",,CHANDIGARH,CHDTA,1899,899
900,19.0,56.8,OK,2026-01-15T08:25:00.000,CHD_RS_004,Rose Garden Approach - Seg 4,"30.741,76.7844",,CHANDIGARH,CHDTA,1900,900
901,14.6,74.0,SLOW,2026-01-15T08:30:00.000,CHD_MM_001,Madhya Marg - Sec 1 to 2,"30.765,76.7764",,CHANDIGARH,CHDTA,1901,901
902,13.2,81.8,SLOW,2026-01-15T08:30:00.000,CHD_MM_002,Madhya Marg - Sec 2 to 3,"30.7623,76.7747",,CHANDIGARH,CHDTA,1902,902
903,19.2,56.2,OK,2026-01-15T08:30:00.000,CHD_MM_003,Madhya Marg - Sec 3 to 4,"30.7595,76.7754",,CHANDIGARH,CHDTA,1903,903
904,12.0,90.0,SLOW,2026-01-15T08:30:00.000,CHD_MM_004,Madhya Marg - Sec 4 to 5,"30.7568,76.7752",,CHANDIGARH,CHDTA,1904,904
905,18.9,57.1,OK,2026-01-15T08:30:00.000,CHD_MM_005,Madhya Marg - Sec 5 to 6,"30.7541,76.7767",,CHANDIGARH,CHDTA,1905,905
906,13.2,81.8,SLOW,2026-01-15T08:30:00.000,CHD_MM_006,Madhya Marg - Sec 6 to 7,"30.7514,76.7765",,CHANDIGARH,CHDTA,1906,906
907,13.0,83.1,SLOW,2026-01-15T08:30:00.000,CHD_MM_007,Madhya Marg - Sec 7 to 8,"30.7486,76.7771",,CHANDIGARH,CHDTA,1907,907
908,14.0,77.1,SLOW,2026-01-15T08:30:00.000,CHD_MM_008,Madhya Marg - Sec 8 to 9,"30.7459,76.7748",,CHANDIGARH,CHDTA,1908,908
909,13.4,80.6,SLOW,2026-01-15T08:30:00.000,CHD_MM_009,Madhya Marg - Sec 9 to 10,"30.7432,76.7758",,CHANDIGARH,CHDTA,1909,909
910,17.3,62.4,OK,2026-01-15T08:30:00.000,CHD_MM_010,Madhya Marg - Sec 10 to 11,"30.7405,76.7747",,CHANDIGARH,CHDTA,1910,910
911,12.2,88.5,SLOW,2026-01-15T08:30:00.000,CHD_MM_011,Madhya Marg - Sec 11 to 12,"30.7377,76.7752",,CHANDIGARH,CHDTA,1911,911
912,12.1,89.3,SLOW,2026-01-15T08:30:00.000,CHD_MM_012,Madhya Marg - Sec 12 to 13,"30.735,76.776",,CHANDIGARH,CHDTA,1912,912
913,18.3,59.0,OK,2026-01-15T08:30:00.000,CHD_MM_013,Madhya Marg - Sec 13 to 14,"30.7323,76.7747",,CHANDIGARH,CHDTA,1913,913
914,13.9,77.7,SLOW,2026-01-15T08:30:00.000,CHD_MM_014,Madhya Marg - Sec 14 to 15,"30.7295,76.7752",,CHANDIGARH,CHDTA,1914,914
915,14.6,74.0,SLOW,2026-01-15T08:30:00.000,CHD_MM_015,Madhya Marg - Sec 15 to 16,"30.7268,76.7764",,CHANDIGARH,CHDTA,1915,915
916,13.4,80.6,SLOW,2026-01-15T08:30:00.000,CHD_MM_016,Madhya Marg - Sec 16 to 17,"30.7241,76.7761",,CHANDIGARH,CHDTA,1916,916
917,12.4,87.1,SLOW,2026-01-15T08:30:00.000,CHD_MM_017,Madhya Marg - Sec 17 to 18,"30.7214,76.7752",,CHANDIGARH,CHDTA,1917,917
918,17.9,60.3,OK,2026-01-15T08:30:00.000,CHD_MM_018,Madhya Marg - Sec 18 to 19,"30.7186,76.7762",,CHANDIGARH,CHDTA,1918,918
919,16.2,66.7,OK,2026-01-15T08:30:00.000,CHD_MM_019,Madhya Marg - Sec 19 to 20,"30.7159,76.7769",,CHANDIGARH,CHDTA,1919,919
920,18.0,60.0,OK,2026-01-15T08:30:00.000,CHD_MM_020,Madhya Marg - Sec 20 to 21,"30.7132,76.7746",,CHANDIGARH,CHDTA,1920,920
921,15.8,68.4,OK,2026-01-15T08:30:00.000,CHD_MM_021,Madhya Marg - Sec 21 to 22,"30.7105,76.7769",,CHANDIGARH,CHDTA,1921,921
922,18.2,59.3,OK,2026-01-15T08:30:00.000,CHD_MM_022,Madhya Marg - Sec 22 to 23,"30.7077,76.7766",,CHANDIGARH,CHDTA,1922,922
923,16.1,67.1,OK,2026-01-15T08:30:00.000,CHD_MM_023,Madhya Marg - Sec 23 to 24,"30.705,76.7756",,CHANDIGARH,CHDTA,1923,923
924,12.9,83.7,SLOW,2026-01-15T08:30:00.000,CHD_JM_001,Jan Marg - Seg 1,"30.7516,76.77",,CHANDIGARH,CHDTA,1924,924
925,16.0,67.5,OK,2026-01-15T08:30:00.000,CHD_JM_002,Jan Marg - Seg 2,"30.7596,76.773",,CHANDIGARH,CHDTA,1925,925
926,19.6,55.1,OK,2026-01-15T08:30:00.000,CHD_JM_003,Jan Marg - Seg 3,"30.7534,76.776",,CHANDIGARH,CHDTA,1926,926
927,12.3,87.8,SLOW,2026-01-15T08:30:00.000,CHD_JM_004,Jan Marg - Seg 4,"30.7509,76.779",,CHANDIGARH,CHDTA,1927,927
928,18.3,59.0,OK,2026-01-15T08:30:00.000,CHD_JM_005,Jan Marg - Seg 5,"30.751,76.782",,CHANDIGARH,CHDTA,1928,928
929,18.9,57.1,OK,2026-01-15T08:30:00.000,CHD_JM_006,Jan Marg - Seg 6,"30.7585,76.785",,CHANDIGARH,CHDTA,1929,929
930,16.2,66.7,OK,2026-01-15T08:30:00.000,CHD_JM_007,Jan Marg - Seg 7,"30.756,76.788",,CHANDIGARH,CHDTA,1930,930
931,15.7,68.8,OK,2026-01-15T08:30:00.000,CHD_JM_008,Jan Marg - Seg 8,"30.7581,76.791",,CHANDIGARH,CHDTA,1931,931
932,19.7,54.8,OK,2026-01-15T08:30:00.000,CHD_JM_009,Jan Marg - Seg 9,"30.7573,76.794",,CHANDIGARH,CHDTA,1932,932
933,12.5,86.4,SLOW,2026-01-15T08:30:00.000,CHD_JM_010,Jan Marg - Seg 10,"30.7554,76.797",,CHANDIGARH,CHDTA,1933,933
934,15.8,68.4,OK,2026-01-15T08:30:00.000,CHD_JM_011,Jan Marg - Seg 11,"30.7597,76.8",,CHANDIGARH,CHDTA,1934,934
935,15.2,71.1,OK,2026-01-15T08:30:00.000,CHD_JM_012,Jan Marg - Seg 12,"30.7538,76.803",,CHANDIGARH,CHDTA,1935,935
936,17.5,61.7,OK,2026-01-15T08:30:00.000,CHD_JM_013,Jan Marg - Seg 13,"30.7555,76.806",,CHANDIGARH,CHDTA,1936,936
937,15.9,67.9,OK,2026-01-15T08:30:00.000,CHD_JM_014,Jan Marg - Seg 14,"30.7583,76.809",,CHANDIGARH,CHDTA,1937,937
938,19.3,56.0,OK,2026-01-15T08:30:00.000,CHD_JM_015,Jan Marg - Seg 15,"30.7562,76.812",,CHANDIGARH,CHDTA,1938,938
939,12.6,85.7,SLOW,2026-01-15T08:30:00.000,CHD_JM_016,Jan Marg - Seg 16,"30.7586,76.815",,CHANDIGARH,CHDTA,1939,939
940,12.6,85.7,SLOW,2026-01-15T08:30:00.000,CHD_DM_001,Dakshin Marg - Seg 1,"30.7208,76.77",,CHANDIGARH,CHDTA,1940,940
941,16.9,63.9,OK,2026-01-15T08:30:00.000,CHD_DM_002,Dakshin Marg - Seg 2,"30.722,76.7733",,CHANDIGARH,CHDTA,1941,941
942,12.5,86.4,SLOW,2026-01-15T08:30:00.000,CHD_DM_003,Dakshin Marg - Seg 3,"30.7155,76.7767",,CHANDIGARH,CHDTA,1942,942
943,14.2,76.1,SLOW,2026-01-15T08:30:00.000,CHD_DM_004,Dakshin Marg - Seg 4,"30.7173,76.78",,CHANDIGARH,CHDTA,1943,943
944,17.1,63.2,OK,2026-01-15T08:30:00.000,CHD_DM_005,Dakshin Marg - Seg 5,"30.7179,76.7833",,CHANDIGARH,CHDTA,1944,944
945,16.4,65.9,OK,2026-01-15T08:30:00.000,CHD_DM_006,Dakshin Marg - Seg 6,"30.7158,76.7867",,CHANDIGARH,CHDTA,1945,945
946,14.6,74.0,SLOW,2026-01-15T08:30:00.000,CHD_DM_007,Dakshin Marg - Seg 7,"30.7173,76.79",,CHANDIGARH,CHDTA,1946,946
947,20.0,54.0,OK,2026-01-15T08:30:00.000,CHD_DM_008,Dakshin Marg - Seg 8,"30.716,76.7933",,CHANDIGARH,CHDTA,1947,947
948,16.2,66.7,OK,2026-01-15T08:30:00.000,CHD_DM_009,Dakshin Marg - Seg 9,"30.7178,76.7967",,CHANDIGARH,CHDTA,1948,948
949,15.6,69.2,OK,2026-01-15T08:30:00.000,CHD_DM_010,Dakshin Marg - Seg 10,"30.7214,76.8",,CHANDIGARH,CHDTA,1949,949
950,16.8,64.3,OK,2026-01-15T08:30:00.000,CHD_DM_011,Dakshin Marg - Seg 11,"30.7186,76.8033",,CHANDIGARH,CHDTA,1950,950
951,12.8,84.4,SLOW,2026-01-15T08:30:00.000,CHD_DM_012,Dakshin Marg - Seg 12,"30.7187,76.8067",,CHANDIGARH,CHDTA,1951,951
952,17.6,61.4,OK,2026-01-15T08:30:00.000,CHD_DM_013,Dakshin Marg - Seg 13,"30.7171,76.81",,CHANDIGARH,CHDTA,1952,952
953,18.8,57.4,OK,2026-01-15T08:30:00.000,CHD_DM_014,Dakshin Marg - Seg 14,"30.7177,76.8133",,CHANDIGARH,CHDTA,1953,953
954,17.2,62.8,OK,2026-01-15T08:30:00.000,CHD_DM_015,Dakshin Marg - Seg 15,"30.7244,76.8167",,CHANDIGARH,CHDTA,1954,954
955,18.2,59.3,OK,2026-01-15T08:30:00.000,CHD_DM_016,Dakshin Marg - Seg 16,"30.7215,76.82",,CHANDIGARH,CHDTA,1955,955
956,17.8,60.7,OK,2026-01-15T08:30:00.000,CHD_HM_001,Himalaya Marg - Seg 1,"30.723,76.75",,CHANDIGARH,CHDTA,1956,956
957,13.7,78.8,SLOW,2026-01-15T08:30:00.000,CHD_HM_002,Himalaya Marg - Seg 2,"30.7209,76.7532",,CHANDIGARH,CHDTA,1957,957
958,15.6,69.2,OK,2026-01-15T08:30:00.000,CHD_HM_003,Himalaya Marg - Seg 3,"30.7236,76.7564",,CHANDIGARH,CHDTA,1958,958
959,13.8,78.3,SLOW,2026-01-15T08:30:00.000,CHD_HM_004,Himalaya Marg - Seg 4,"30.7208,76.7595",,CHANDIGARH,CHDTA,1959,959
960,14.7,73.5,SLOW,2026-01-15T08:30:00.000,CHD_HM_005,Himalaya Marg - Seg 5,"30.7219,76.7627",,CHANDIGARH,CHDTA,1960,960
961,15.6,69.2,OK,2026-01-15T08:30:00.000,CHD_HM_006,Himalaya Marg - Seg 6,"30.7249,76.7659",,CHANDIGARH,CHDTA,1961,961
962,15.3,70.6,OK,2026-01-15T08:30:00.000,CHD_HM_007,Himalaya Marg - Seg 7,"30.7232,76.7691",,CHANDIGARH,CHDTA,1962,962
963,12.8,84.4,SLOW,2026-01-15T08:30:00.000,CHD_HM_008,Himalaya Marg - Seg 8,"30.7228,76.7723",,CHANDIGARH,CHDTA,1963,963
964,15.4,70.1,OK,2026-01-15T08:30:00.000,CHD_HM_009,Himalaya Marg - Seg 9,"30.7234,76.7755",,CHANDIGARH,CHDTA,1964,964
965,17.3,62.4,OK,2026-01-15T08:30:00.000,CHD_HM_010,Himalaya Marg - Seg 10,"30.7242,76.7786",,CHANDIGARH,CHDTA,1965,965
966,15.0,72.0,OK,2026-01-15T08:30:00.000,CHD_HM_011,Himalaya Marg - Seg 11,"30.7239,76.7818",,CHANDIGARH,CHDTA,1966,966
967,13.2,81.8,SLOW,2026-01-15T08:30:00.000,CHD_HM_012,Himalaya Marg - Seg 12,"30.7211,76.785",,CHANDIGARH,CHDTA,1967,967
968,19.4,55.7,OK,2026-01-15T08:30:00.000,CHD_VP_001,Vidhya Path - Seg 1,"30.7453,76.76",,CHANDIGARH,CHDTA,1968,968
969,12.5,86.4,SLOW,2026-01-15T08:30:00.000,CHD_VP_002,Vidhya Path - Seg 2,"30.7482,76.7641",,CHANDIGARH,CHDTA,1969,969
970,18.7,57.8,OK,2026-01-15T08:30:00.000,CHD_VP_003,Vidhya Path - Seg 3,"30.7477,76.7682",,CHANDIGARH,CHDTA,1970,970
971,12.7,85.0,SLOW,2026-01-15T08:30:00.000,CHD_VP_004,Vidhya Path - Seg 4,"30.7471,76.7723",,CHANDIGARH,CHDTA,1971,971
972,12.8,84.4,SLOW,2026-01-15T08:30:00.000,CHD_VP_005,Vidhya Path - Seg 5,"30.7544,76.7764",,CHANDIGARH,CHDTA,1972,972
973,17.9,60.3,OK,2026-01-15T08:30:00.000,CHD_VP_006,Vidhya Path - Seg 6,"30.7538,76.7805",,CHANDIGARH,CHDTA,1973,973
974,18.5,58.4,OK,2026-01-15T08:30:00.000,CHD_VP_007,Vidhya Path - Seg 7,"30.7481,76.7845",,CHANDIGARH,CHDTA,1974,974
975,16.5,65.5,OK,2026-01-15T08:30:00.000,CHD_VP_008,Vidhya Path - Seg 8,"30.7516,76.7886",,CHANDIGARH,CHDTA,1975,975
976,16.7,64.7,OK,2026-01-15T08:30:00.000,CHD_VP_009,Vidhya Path - Seg 9,"30.749,76.7927",,CHANDIGARH,CHDTA,1976,976
977,16.5,65.5,OK,2026-01-15T08:30:00.000,CHD_VP_010,Vidhya Path - Seg 10,"30.7541,76.7968",,CHANDIGARH,CHDTA,1977,977
978,14.6,74.0,SLOW,2026-01-15T08:30:00.000,CHD_VP_011,Vidhya Path - Seg 11,"30.7496,76.8009",,CHANDIGARH,CHDTA,1978,978
979,13.0,83.1,SLOW,2026-01-15T08:30:00.000,CHD_VP_012,Vidhya Path - Seg 12,"30.7476,76.805",,CHANDIGARH,CHDTA,1979,979
